No.,Category,Level ,Question,Ans.1,Ans.2,Ans.3,Ans.4,Correct Ans.
652,Logic,Intermediate,"Which number replaces the question mark: 1, 8, 27, ?, 125",36,49,54,64,D
653,Logic,Intermediate,"If “FISH” becomes “GJTI”, how is “BIRD” written?",CJSE,CISE,DJSE,CKRD,A
654,Logic,Hard,"You arrive at an island where one tribe always tells the truth and another always lies... Sara says, “We are from different tribes.” Mina says, “Sara is telling the truth.” Which statement is true?",Both are truth tellers,Both are liars,Sara tells the truth and Mina lies,Sara lies and Mina tells the truth,C
655,Logic,Hard,A poisoned bottle is hidden among 512 bottles. You have 9 testers... What is the minimum number of testers needed to guarantee finding the poisoned bottle in one round?,7,8,9,10,C
656,Logic,Hard,Rearrange the letters in “REHTAF” to form a word.,Feather,Father,Heart,Farth,B
657,Logic,Hard,"In a certain code, “CLOUD” is written as “ENQWF”. How is “STONE” written in that code?",UVQPG,UVQPI,UVPRG,TUPQF,A
658,Logic,Hard,"If all painters are artists and no artists are careless, what can be concluded?",All painters are careless,No painters are careless,Some painters are careless,No valid conclusion,B
659,Logic,Hard,A clock shows 3:15. What is the angle between the hour hand and the minute hand?,0 degrees,7.5 degrees,15 degrees,22.5 degrees,B
660,Logic,Hard,"A farmer must take a fox, a chicken, and a bag of corn across a river... What should the farmer take first?",The fox,The chicken,The corn,The fox and the corn,B
661,Logic,Hard,A prisoner must choose one of three rooms... the third is full of snakes that have not eaten for 5 years. Which room is safest?,The room with fire,The room with guards,The room with snakes,None of the rooms,C
662,Logic,Hard,"You have 12 coins, and one of them is fake... What is the minimum number of weighings needed to identify the fake coin?",1,2,3,4,C
663,Logic,Hard,"A man is looking at a picture. He says, “I have no brothers or sisters, but the father of the person in the picture is my father’s son.” Who is in the picture?",His father,His son,Himself,His nephew,B
664,Logic,Hard,A fish’s head is 4 cm long. Its tail is as long as the head plus half the body. The body is as long as the head and tail together. How long is the fish?,24 cm,28 cm,32 cm,36 cm,C
665,Logic,Hard,"What comes next in the sequence: 2, 3, 5, 9, 17, ?",25,31,33,35,C
666,Logic,Hard,"If all A are B, all B are C, and some C are D, then:",All A are D,Some A are D,A may be D,No A are D,C
667,Logic,Hard,A man has 10 socks in a drawer: 6 black and 4 white. How many socks must he pick in the dark to guarantee getting a matching pair?,2,3,4,5,B
668,Logic,Hard,"Which number is missing: 2, 6, 12, 20, 30, ?",36,40,42,44,C
669,Logic,Hard,"In a certain code, “PLANE” is written as “RNCPG”. How is “TRAIN” written in that code?",VTCKP,VTBJO,VTCJP,UQCKP,A
670,Logic,Hard,"If some books are useful, and all useful things are valuable, what follows?",All books are valuable,Some books are valuable,No books are valuable,Some valuable things are not books,B
671,Logic,Hard,"A boy is twice as old as his sister. Five years ago, he was three times as old as she was. How old is the sister now?",5,10,15,20,B
672,Logic,Hard,"What comes next: 1, 2, 6, 24, ?",48,72,96,120,D
673,Logic,Hard,A cube has all its faces painted. It is then cut into 27 smaller equal cubes. How many of the small cubes have exactly two faces painted?,8,10,12,14,C
674,Logic,Hard,"If “MOTHER” is coded as “NPUIFS”, how is “FATHER” written?",GBUIFS,GCVIFS,GBUIFS (duplicate),HBUJFS,B
675,Logic,Hard,"A woman has 3 daughters, and each daughter has 2 brothers. How many children does the woman have?",5,6,7,9,A
676,Logic,Hard,"Which number comes next: 64, 32, 16, 8, ?",2,3,4,6,C
677,Logic,Hard,"If all machines need power, and some tools are machines, then:",All tools need power,Some tools need power,No tools need power,All machines are tools,B
678,Logic,Hard,"A man walks 1 km south, 1 km east, and 1 km north and ends exactly where he started. Where could he be?",At the equator only,At the North Pole,In a desert only,Anywhere on Earth,B
679,Logic,Hard,"What comes next: A, Z, B, Y, C, X, ?",D,W,V,E,B
680,Logic,Hard,A number is multiplied by 3 and then 6 is added to get 24. What is the number?,4,5,6,7,C
681,Logic,Hard,"You have 9 identical-looking balls, but one is heavier. What is the minimum number of weighings needed on a balance scale to guarantee finding it?",1,2,3,4,B
682,Logic,Hard,"If all squares are rectangles and some rectangles are shaded, then:",All squares are shaded,Some squares are shaded,Squares might be shaded,No squares are shaded,C
683,Logic,Hard,"A person says, “Yesterday I was 25 years old, and next year I will be 28.” On which date could this be true?",January 1,December 31,June 15,February 1,B
684,English,Easy,I ______ bus on Mondays.,m going to work with,m going to work by,go to work with,go to work by,D
685,English,Easy,A: 'How old ______?' B: 'I ______ .',are you / am 20 years old.,have you / have 20 years old,are you / am 20 years.,do you have / have 20 years.,A
686,English,Easy,I ______ to the cinema.,not usually go,don't usually go,don't go usually,do not go usually,B
687,English,Easy,Where ______ ?,.your sister works,.your sister work,does your sister work,do your sister work,C
688,English,Easy,The test is ______ February.,twice in a,twice a,one time a,once in a,B
689,English,Easy,I don't have ______ free time.,many,any,a lot,some,B
690,English,Easy,_____ to the cinema tomorrow?',We will go,Do we go,We go,Shall we go,D
691,English,Easy,We went to the market ______ some vegetables.,to buy,for buy,for to buy,for buying,A
692,English,Easy,"Sorry, but when you called I ______ a shower.",had,did have,.was having,were having,C
693,English,Easy,______ are very friendly and very intelligent.,olphins,.The dolphins,A dolphin,The dolphin,A
694,English,Easy,Somebody stole ______ yesterday.,.the car of my mother,y car mother,my mother's car,my mother car,C
695,English,Easy,______ with me?,Do you like to dance,Would you like to dance,o you like dance,Would you like dancing,B
696,English,Easy,"She is ______ her sister, I think.",more happier than,more happy that,happier that,happier than,D
697,English,Easy,I couldn't eat ______ before the exam.,nothing,anything,everything,something,B
698,English,Easy,"Please, pass me the remote. ______ TV.",.I'm watching,.I will watch,m going to watch,.I might watch,A
699,English,Easy,I'll call you when I ______ home.,arrive,.'m going to arrive,will arrive,arrived,A
700,English,Easy,______ Japan?,Have you ever gone in,Do you have been in,Have you ever been to,Have you ever been into,C
701,English,Easy,He drives very ______.,slow,slower,more slowly,slowly,D
702,English,Easy,Can you ______ the lights? I can't see.,open,turn on,start,put on,B
703,English,Easy,"We couldn't find a taxi, ______ we walked home.",so,because,but,although,A
704,English,Easy,Tomorrow I ______ get up early; it's my day off.,mustn't,must,haven't to,don't have to,D
705,English,Easy,I ______ this coffee. It tastes horrible.,am not like,don't like,m not liking,not like,B
706,English,Easy,We ______ yesterday.,arrived,did arrive,have arrive,ave arrived,A
707,English,Easy,"When I arrive home, I'm going to have a ______ bath.",relaxing,relaxed,relax,relaxation,A
708,English,Easy,A: 'We don't have any milk.' B: 'Really? I ______ more.',m going to buy,ll buy,m buying,buy,B
709,English,Easy,We ______ to seeing you next Thursday.,really want,hope,are looking forward,really wish,C
710,English,Easy,I'd like to go ______ in the park.,to walking,for walk,for a walk,to walk,C
711,English,Easy,"German ______ in Germany, Austria and Switzerland.",is spoken,spoken,speaks,is speak,A
712,English,Easy,it.,was,were,would be,am,C
713,English,Easy,This painting ______ a fortune.,is worth,is value,values,worths,A
714,English,Easy,She is the same age ______ me.,than,that,what,as,D
715,English,Easy,It's obvious that you...,don't drive as faster as me.,drive faster than me.,drive more fast than I.,drive no faster than I.,B
716,English,Easy,"The boat sank, but they ______ swim to the shore.",could,were able to,can,abled to,B
717,English,Easy,Which is correct?,"How older people are, wiser they become","If older people are, wiser they become","he more old the people, the more wise","he older people are, the wiser they become",D
718,English,Easy,I bought a ______ jacket.,nice red leather,leather nice red,red nice leather,red leather nice,A
719,English,Easy,By 2050 we ______ the cure for type 1 diabetes.,will be discovering,are discovering,are going to be discovering,will have discovered,D
720,English,Easy,The building ______.,was damaged in the hurricane badly last year,was badly damaged last year in the hurricane,was badly damaged in the hurricane last year,last year was damaged badly in the hurricane,C
721,English,Easy,It's ______ to Paris.,a two hours journey,two hours' journey,a two hour's journey,.a two-hours journey,B
722,English,Easy,They _____ to arrive next Friday,are set,are on the verge,are due,are due,C
723,English,Easy,"I didn't want to do it in the past, but now I ______.",would want,.'m wanting to,want,want to,C
724,IQ,Easy,"What comes next in the sequence: 2, 4, 8, 16?",18,20,32,24,C
725,IQ,Intermediate,A bat and a ball cost $1.10 in total. The bat costs $1.00 more than the ball. How much does the ball cost?,$0.10,$0.05,$0.15,$0.01,B
726,IQ,Intermediate,"If you write all numbers from 300 to 400, how many times do you write the number 3?",100,110,130,120,D
727,IQ,Intermediate,"Which one of the numbers does not belong in the following series?
2, 3, 6, 7, 8, 14, 15, 30.",8,15,30,2,A
728,IQ,Intermediate,"If all Bloops are Razzies and all Razzies are Lazzies, all Bloops are definitely Lazzies?",TRUE,FALSE,Neither,Both,A
729,IQ,HARD,A restaurant reduces the price of a meal by 25%. What percentage must the discounted price be increased to return to the original price?,25%,33.33%,50%,20%,C
730,IQ,Easy,"Which number logically follows this series?
   4   6   9   6   14   6   …",6,17,19,21,C
731,IQ,Easy,Water is to a pipe as ? is to a wire!,cord,electricity,heat,gas,B
732,IQ,Easy,"1. None of the stamp collectors is an architect.
2. All the drones are stamp collectors.",all stamp collectors are architects,architects are not drones,no stamp collectors are drones,some drones are architects,B
733,IQ,Easy,"John, twelve years old, is three times as old as his brother. How old will John be when he is twice as old as his brother?",15,16,18,21,B
734,IQ,Easy,"What number is missing in the pattern?
12, 16, 20,                , 28",32,26,21,24,D
735,LOGIC,EASY,"Pointing to a picture, Amit said, ""She is the only daughter of my father's only son."" How is the girl related to Amit?",Niece,Sister,Daughter,Cousin,c
736,LOGIC,EASY,What is the longest river in the world?,Nile,Amazon,Ganges,Yangtze,a
737,LOGIC,EASY,"If APPLE is coded as ELPPA, how is ORANGE coded?",GREANO,EGNARO,NEGARO,GANEOR,B
738,LOGIC,EASY," Arrange the following in a logical sequence:
1. School
2. Job
3. Retirement
4. College
5.birth","5, 1, 4, 2, 3","1, 2, 3, 4, 5","5, 4, 1, 2, 3","5, 1, 4, 3, 2",A
739,LOGIC,Intermediate,"If March 1 is a Tuesday, what day will April 1 be",Thursday,Friday,Saturday,Sunday,A
740,LOGIC,Intermediate,"Find the odd one out: Gold, Silver, Diamond, Plastic",Gold,Silver,Diamond,Plastic,D
741,LOGIC,Intermediate,"Find the odd one out: 1, 4, 9, 15, 16",1,9,15,16,C
742,LOGIC,Intermediate,"A is taller than B, but shorter than C. D is shorter than A but taller than B. Who is the shortest?",A,B,C,D,B
743,situation,,"You manage a large retail department store. Your staff comprise various-sized sales/service teams; each of which manages a department's customer orders. You've been concerned about the increasing signs of poor team morale amongst the largest three teams.",	A. You summon the three team leaders separately to hear their ideas and explanations,"B. Leave things to settle down a little bit longer, rather than causing anyone distress.",C. Approach some staff from each of the three teams for an informal chat.,"D. Hold a brainstorm meeting for all team leaders to get some fresh ideas.
Most effective reaction:",A
744,Situation,,"As a relatively new graduate trainee manager, last week was the first time you'd assigned both individual and team objectives. Each one of your team was told to work together and to complete all tasks by the end of the week. Unfortunately, it's now clear to you that none of the team objectives have been achieved. In fact your individually assigned objectives only had mixed success as well.",A. Use 1-on-1's to discuss effective targets and to jointly agreeing new ones,B. Scrap the objective setting idea since it clearly doesn’t work.,C. Mail the team an urgent request to work more closely together.,D. Organise a team meeting to discuss attitudes and lack of effort being shown.,A
745,Situation,,"You have recently been appointed to a position in a new project team. Although you are experienced
in the technical aspects of the job, there are aspects of the work that you need to understand. Your
job will eventually require internal liaison and collaboration with other project teams. Although your
manager has proposed an induction and training period for you, many of the issues you are
responsible for require urgent attention.","Immediately arrange meetings with those individuals you feel you will need to
work with","Quickly try to establish how your objectives will relate to your project manager's
objectives","In the initial stages, make sure that you are doing your job as you understood it
from the job description",Spend time building your understanding of the team's objectives for the future,1
746,Situation,,"You lead a team of twelve people. In order to address the department's new objectives you have
been asked to work out your department's yearly plan. Your Manager has given you and other team
leaders a deadline of two weeks so that she can report to the board.","Spend an hour on it, as yearly plans are never followed anyway","Try to complete the plan in time to discuss it with your Manager before she has
to submit it to the board","Before preparing your plan, quickly contact your key stakeholders and ask for
their views on your department","Because of the complexity of the task, turn it into your top priority for the next
two weeks by personally producing a detailed plan",2
747,Situation,,"You are working on a number of projects with tight deadlines and have a lot of basic information to
gather. You have asked other colleagues for help but are unsure of their commitment to help you
gather the information that you need.","Spend time on your work to make sure that you have plenty of latitude/leeway in
case your colleagues don't deliver the help you need in time","Outline the help that you need from others and explain to them why this is
important and the dates by which you need their individual contributions","Reduce the risk by getting the information that you need yourself rather than
relying upon other people","Carry on with the tasks that you need to complete and if others do not
contribute their parts report them to management",2
748,Situation,,"You have just spent a long time writing a report that is due for delivery to a senior manager. A more
experienced and well respected member of the team tells you that she thinks it would be improved
with amendments to several sections of the report.","Make some of the changes she suggested but retain the elements of the report
that you think work best","Trust in your colleague's greater experience and make all of the changes she
suggests","Thank your colleague for her suggestions but trust your own judgment and don't
make any changes to the report","Discuss with your colleague the changes she has suggested and clarify the
reasons for the changes proposed X",4
749,Situation,,"Your company has recently introduced a new computer system which you are unfamiliar with. The system helps in information sharing and collaboration. Your lack of knowledge is affecting this, and the team leader wants to discuss this with you. How do you respond?",Apologise to the team leader and inform him that you will make an effort to improve.,Ask the team leader whether he can assign a colleague to show you how to operate the system.,Stay after work and familiarise yourself with how the system works.,Inform the team leader to give you some time so that you will become familiar with the system.,1
750,Situation,,You have noticed that one of your team members is not completing the job deadlines. You are aware that the team member has dealt with a personal crisis recently. This issue has been affecting the team’s productivity. How do you deal with the situation?,"Check in with the team member regularly and provide reasonable assistance if possible, without disrupting your work.","Leave the team member alone as this behaviour is recent, and he has an excellent work record.",Have an open discussion with the team member and offer reasonable assistance if possible.,Report the situation to the team leader and ask her to resolve the situation.,1
751,Situation,,"You are a recent recruit of a reputable organisation. You have noticed that your team leader is constantly picking out simple faults in your work. The team leader has never provided any feedback or help unless you have committed a mistake. You are interested in your job, but the team leader’s behaviour is making things difficult for you. What do you do next?",Confront the team leader with evidence and ensure that the situation is not repeated thereafter.,Contact the human resources department and enquire whether you could get a transfer to another department.,Contact the human resources department and enquire whether you could get a transfer to another department.,Contact the human resources department and file a report with evidence against the team leader.,3
752,situation,,"You are a team leader. You have been asked to design a new performance review system that would help in identifying high achieving employees. Based on discussions with colleagues, you have identified a few core competencies. But there is disagreement about which ones should make the final cut. What do you do next?","Take charge, ask for the team’s input but make the final decision yourself.",Take charge and work collaboratively with the team to encourage a joint decision.,Tell the team that you are going to make a decision and notify them of this.,Make a decision privately in your own time without the team’s input.,2
753,Situation,,"You are recently going through a personal crisis. You have not informed anyone about this. But this has been affecting your work demands, and a few team members have informed you of how this is affecting the team performance. What do you do?

",Inform your team leader and discuss reasonable work requirements for a fixed period.,Inform the team members of the situation and ask them to give you some time to cope with it.,"Inform your team leader than something is going on but you’d rather not share the details, and see what they say.",Try hard to achieve your deadlines and not focus on your crisis anymore at work.,1
754,Situation,,"You are a team leader. A project handled by your team is nearing the deadline. Unexpectedly, a team member is experiencing some difficulties, which is preventing him from completing his part. There is no sufficient time to bring in another employee and replace the team member. What do you do?",Adapt the work of the remaining members to finish the project on time.,Tell the team member that you are aware of his situation but would appreciate it if he could complete his duties.,Discuss with the team member and plan a flexible schedule that will allow him to complete his work.,Report the issue to the supervisor and ask for an extension on the deadline.,3
755,Situation,,"You are leading a daily huddle with your over-worked nursing team. A new, junior colleague has been regularly interrupting other team members as they voice their own problems (from yesterday). You think they're trying to impress their new team by monopolising the medical answers to each problem raised.",A. Tell the new nurse to stop distracting everyone from alternative solutions.,B. Ask why your more experienced team members are not offering their own solutions,C. Firmly suggest to your new colleague that it's fairer to let everyone contribute.,D. Assuming the others agree with you; state what you think is happening here.,C
756,Situation,,"You've recently started a new job managing a more specialist Customer Service helpdesk. In your first few weeks, you quickly realise that most of the team are introverts and don't converse much. - even in your 1-to-1's. There is poor team spirit and hence quite low job satisfaction.",A. Call a one-off emergency meeting to highlight objectives and the lack of collaboration.,"B. Start by introducing half-hour, weekly catch-up meetings for the while team.",C. Implement compulsory training courses on interpersonal skills as soon as possible.,"D. Familiarise yourself with the team objectives, then email regular updates on each one's progress.",B
757,Situation,,"You are a Finance Analyst with a key job responsibility to research, write and communicate company reports. A further responsibility is to set objectives and review your team intern's work. You've just read through this intern's latest report draft. It does not meet any of the report objectives you set last week. You have little time to improve this key report before it's due with your client.",A. Let your intern find out what happens when a client receives a sub-standard report.,B. Forward the draft report to other analysts in your department for their own comments.,C. Ask your own manager what would have happened if you hadn't checked this report.,D. Email your collated amends to the intern; offering to explain each one in further detail.,D
758,Math,Easy,5 + 3 =,6,7,8,9,C
759,Math,Easy,9 − 4 =,3,4,5,6,C
760,Math,Easy,6 × 2 =,10,11,12,13,C
761,Math,Easy,12 ÷ 3 =,3,4,5,6,B
762,Math,Easy,Solve: x + 5 = 9,3,4,5,6,B
763,Math,Easy,10 − 7 =,2,3,4,5,B
764,Math,Easy,3² =,6,8,9,12,C
765,Math,Easy,15 ÷ 5 =,2,3,4,5,B
766,Math,Easy,7 + 6 =,11,12,13,14,C
767,Math,Easy,Solve: 2x = 8,2,3,4,5,C
768,Math,Easy,4 × 4 =,14,15,16,18,C
769,Math,Easy,20 − 10 =,8,9,10,11,C
770,Math,Easy,8 + 2 =,9,10,11,12,B
771,Math,Easy,18 ÷ 6 =,2,3,4,5,B
772,Math,Easy,9 × 3 =,24,25,26,27,D
773,Math,Easy,Solve: x − 3 = 7,8,9,10,11,C
774,Math,Easy,11 + 5 =,14,15,16,17,C
775,Math,Easy,14 − 6 =,6,7,8,9,C
776,Math,Easy,5 × 5 =,20,22,25,30,C
777,Math,Easy,16 ÷ 4 =,2,3,4,5,C
778,Math,Easy,6 + 7 =,11,12,13,14,C
779,Math,Easy,13 − 5 =,6,7,8,9,C
780,Math,Easy,2 × 9 =,16,17,18,19,C
781,Math,Easy,21 ÷ 7 =,2,3,4,5,B
782,Math,Easy,Solve: x + 2 = 6,2,3,4,5,C
783,Math,Easy,30 − 12 =,16,17,18,19,C
784,Math,Easy,7² =,42,45,49,56,C
785,Math,Easy,24 ÷ 6 =,3,4,5,6,B
786,Math,Easy,8 × 3 =,22,23,24,25,C
787,Math,Easy,Solve: 5x = 20,2,3,4,5,C
788,Math,Easy,10 + 15 =,20,22,25,30,C
789,Math,Easy,40 − 18 =,20,21,22,23,C
790,Math,Easy,9 × 4 =,32,34,36,38,C
791,Math,Easy,36 ÷ 6 =,4,5,6,7,C
792,Math,Easy,Solve: x + 7 = 12,4,5,6,7,B
793,Math,Easy,50 − 25 =,20,23,25,30,C
794,Math,Easy,6² =,30,32,36,40,C
795,Math,Easy,45 ÷ 9 =,4,5,6,7,B
796,Math,Easy,11 × 2 =,20,21,22,23,C
797,Math,Easy,Solve: x − 4 = 10,12,13,14,15,C
798,Math,Easy,13 + 9 =,20,21,22,23,C
799,Math,Easy,60 − 35 =,20,23,25,30,C
800,Math,Easy,12 × 2 =,22,23,24,25,C
801,Math,Easy,48 ÷ 8 =,5,6,7,8,B
802,Math,Easy,Solve: x + 9 = 15,4,5,6,7,C
803,Math,Easy,70 − 40 =,25,28,30,32,C
804,Math,Easy,8² =,60,62,64,66,C
805,Math,Easy,54 ÷ 9 =,5,6,7,8,B
806,Math,Easy,14 × 2 =,26,27,28,30,C
807,Math,Easy,Solve: 3x = 12,2,3,4,5,C
808,Math,Easy,15 + 10 =,23,24,25,26,C
809,Math,Easy,80 − 50 =,25,28,30,32,C
810,Math,Easy,5 × 6 =,28,29,30,31,C
811,Math,Easy,63 ÷ 7 =,8,9,10,11,B
812,Math,Easy,Solve: x − 6 = 8,12,13,14,15,C
813,Math,Easy,18 + 12 =,28,29,30,31,C
814,Math,Easy,90 − 45 =,40,42,45,50,C
815,Math,Easy,4² =,14,15,16,18,C
816,Math,Easy,72 ÷ 8 =,7,8,9,10,C
817,Math,Easy,16 × 2 =,30,31,32,33,C
818,Math,Easy,Solve: 4x = 16,2,3,4,5,C
819,Math,Easy,20 + 30 =,45,48,50,55,C
820,Math,Easy,100 − 60 =,35,38,40,45,C
821,Math,Easy,7 × 8 =,54,55,56,58,C
822,Math,Easy,81 ÷ 9 =,8,9,10,11,B
823,Math,Easy,Solve: x + 10 = 18,6,7,8,9,C
824,Math,Easy,25 + 25 =,45,48,50,55,C
825,Math,Easy,120 − 70 =,45,48,50,55,C
826,Math,Easy,9 × 5 =,40,42,45,48,C
827,Math,Easy,90 ÷ 10 =,8,9,10,11,B
828,Math,Easy,Solve: x − 8 = 12,18,19,20,21,C
829,Math,Easy,33 + 7 =,38,39,40,41,C
830,Math,Easy,150 − 100 =,45,48,50,55,C
831,Math,Easy,6 × 7 =,40,41,42,44,C
832,Math,Easy,56 ÷ 8 =,6,7,8,9,B
833,Math,Easy,Solve: 6x = 24,3,4,5,6,B
834,Math,Easy,44 + 6 =,48,49,50,52,C
835,Math,Easy,200 − 150 =,45,48,50,55,C
836,Math,Easy,3 × 9 =,25,26,27,28,C
837,Math,Easy,64 ÷ 8 =,6,7,8,9,C
838,Math,Easy,Solve: x + 12 = 20,6,7,8,9,C
839,Math,Easy,55 + 5 =,58,59,60,62,C
840,Math,Easy,300 − 200 =,90,95,100,105,C
841,Math,Easy,8 × 6 =,46,47,48,50,C
842,Math,Easy,72 ÷ 9 =,6,7,8,9,C
843,Math,Easy,Solve: 7x = 21,2,3,4,5,B
844,Math,Easy,60 + 15 =,70,72,75,80,C
845,Math,Easy,500 − 250 =,240,245,250,260,C
846,Math,Easy,11 × 3 =,30,31,33,35,C
847,Math,Easy,100 ÷ 10 =,8,9,10,11,C
848,Math,Easy,Solve: x − 15 = 5,18,19,20,21,C
849,Math,Easy,70 + 30 =,90,95,100,105,C
850,Math,Easy,400 − 100 =,250,280,300,320,C
851,Math,Easy,9 × 7 =,60,62,63,65,C
852,Math,Easy,81 ÷ 9 =,7,8,9,10,C
853,Math,Easy,Solve: 8x = 32,2,3,4,5,C
854,Math,Easy,90 + 10 =,95,98,100,105,C
855,Math,Easy,1000 − 500 =,450,480,500,520,C
856,Math,Easy,12 × 3 =,34,35,36,38,C
857,Math,Easy,120 ÷ 12 =,8,9,10,11,C
858,Math,Intermediate,"If x + 1/x = 3, find x² + 1/x²",5,7,9,11,B
859,Math,Intermediate,Solve: 2x + 3 = 11,3,4,5,6,B
860,Math,Intermediate,Factor: x² − 16,(x − 4)(x + 4),(x − 8)(x + 2),(x − 2)(x + 8),(x − 4)²,A
861,Math,Intermediate,Solve: x² = 25,±3,±4,±5,±6,C
862,Math,Intermediate,"Find slope between (2,3) and (6,11)",1,2,3,4,B
863,Math,Intermediate,log₁₀(1000) =,1,2,3,4,C
864,Math,Intermediate,sin(30°) =,0,1/2,√2/2,1,B
865,Math,Intermediate,"Area of triangle: base = 6, height = 4",10,12,14,16,B
866,Math,Intermediate,Solve: 3x − 7 = 8,3,4,5,6,C
867,Math,Intermediate,Derivative of x³,x²,2x²,3x²,4x²,C
868,Math,Intermediate,∫ x dx,x² /2,x²/2 + C,x + C,2x + C,B
869,Math,Intermediate,Probability of rolling a 3 on a fair die,1/3,1/4,1/6,1/2,C
870,Math,Intermediate,Solve: x² − 5x + 6 = 0,"1,6","2,3","3,4","2,4",B
871,Math,Intermediate,ln(e²) =,1,2,e,0,B
872,Math,Intermediate,Solve: 4x + 1 = 17,3,4,5,6,B
873,Math,Intermediate,Factor: x² + 5x + 6,(x+2)(x+3),(x+1)(x+6),(x+3)²,(x+2)(x+4),A
874,Math,Intermediate,cos(0°) =,0,1,-1,undefined,B
875,Math,Intermediate,"Find midpoint of (2,4) and (6,8)","(3,6)","(4,6)","(5,7)","(6,8)",B
876,Math,Intermediate,Solve: 5x − 10 = 0,1,2,3,4,B
877,Math,Intermediate,Derivative of sin x,cos x,−cos x,sin x,−sin x,A
878,Math,Intermediate,∫ 2 dx,2x + C,x² + C,x + C,2 + C,A
879,Math,Intermediate,Probability of heads twice,1/2,1/3,1/4,1,C
880,Math,Intermediate,Solve: x² − 9 = 0,±2,±3,±4,±5,B
881,Math,Intermediate,log₂(8) =,2,3,4,5,B
882,Math,Intermediate,Area of circle radius 3,6π,9π,12π,18π,B
883,Math,Intermediate,Solve: x/2 + 3 = 7,6,7,8,9,C
884,Math,Intermediate,Derivative of 5x,5,x,0,10,A
885,Math,Intermediate,∫ x² dx,x³ + C,x³/3 + C,x² + C,2x³ + C,B
886,Math,Intermediate,Solve: 2x² = 18,±2,±3,±4,±5,B
887,Math,Intermediate,sin(90°) =,0,1,-1,√2,B
888,Math,Intermediate,cos(60°) =,1/2,√2/2,√3/2,1,A
889,Math,Intermediate,Solve: 6x − 12 = 0,1,2,3,4,B
890,Math,Intermediate,log₁₀(10) =,0,1,2,10,B
891,Math,Intermediate,Derivative of e^x,e^x,x e^x,1,ln x,A
892,Math,Intermediate,∫ e^x dx,e^x + C,x e^x,ln x,e^x,A
893,Math,Intermediate,Solve: x² + 4x = 0,"0,4","0,−4","2,−2","1,−4",B
894,Math,Intermediate,Probability of even number on die,1/2,1/3,2/3,1/6,A
895,Math,Intermediate,Area of rectangle 5×8,35,40,45,50,B
896,Math,Intermediate,Solve: 3x + 2 = 14,3,4,5,6,B
897,Math,Intermediate,Solve: 4x − 6 = 10,3,4,5,6,B
898,Math,Intermediate,Factor: x² − 5x − 6,(x−6)(x+1),(x−3)(x−2),(x−1)(x−6),(x+2)(x−3),A
899,Math,Intermediate,tan(45°) =,0,1,√2,∞,B
900,Math,Intermediate,Solve: x² + 9 = 25,±3,±4,±5,±6,B
901,Math,Intermediate,log₂(16) =,2,3,4,5,C
902,Math,Intermediate,Derivative of x⁴,2x³,3x³,4x³,5x³,C
903,Math,Intermediate,∫ 3x² dx,x³ + C,3x³ + C,x³/3 + C,2x³ + C,A
904,Math,Intermediate,Solve: 2x + 5 = 15,4,5,6,7,B
905,Math,Intermediate,cos(90°) =,0,1,-1,undefined,A
906,Math,Intermediate,Area of circle radius 5,10π,15π,20π,25π,D
907,Math,Intermediate,Solve: x² − 6x + 9 = 0,2,3,4,5,B
908,Math,Intermediate,Probability of odd number on die,1/2,1/3,2/3,1/6,A
909,Math,Intermediate,"Determinant of [[3,2],[1,4]]",10,11,12,13,A
910,Math,Intermediate,Solve: x/3 = 7,18,19,20,21,D
911,Math,Intermediate,log₁₀(0.01) =,-1,-2,1,2,B
912,Math,Intermediate,Derivative of cos x,sin x,−sin x,cos x,−cos x,B
913,Math,Intermediate,∫ 4 dx,4x + C,x⁴ + C,x + C,4 + C,A
914,Math,Intermediate,Solve: 5x − 15 = 0,2,3,4,5,B
915,Math,Intermediate,sin(60°) =,1/2,√2/2,√3/2,1,C
916,Math,Intermediate,Area of triangle base 10 height 6,20,25,30,35,C
917,Math,Intermediate,Solve: x² − 8x + 16 = 0,2,3,4,5,C
918,Math,Intermediate,log₅(25) =,1,2,3,5,B
919,Math,Intermediate,Derivative of ln x,1/x,x,ln x,e^x,A
920,Math,Intermediate,∫ 1/x dx,x,ln|x| + C,e^x,x²,B
921,Math,Intermediate,Solve: 6x + 4 = 22,2,3,4,5,B
922,Math,Intermediate,cos(180°) =,1,0,-1,undefined,C
923,Math,Intermediate,Area of square side 9,72,81,90,99,B
924,Math,Intermediate,Solve: x² = 49,±5,±6,±7,±8,C
925,Math,Intermediate,Probability of getting a 6,1/3,1/4,1/6,1/2,C
926,Math,Intermediate,"Determinant of [[1,3],[2,5]]",-1,-2,-3,-4,A
927,Math,Intermediate,Solve: 7x − 21 = 0,2,3,4,5,B
928,Math,Intermediate,log₂(32) =,3,4,5,6,C
929,Math,Intermediate,Derivative of x⁵,4x⁴,5x⁴,6x⁴,3x⁴,B
930,Math,Intermediate,∫ 5x dx,5x² + C,(5/2)x² + C,x² + C,2x² + C,B
931,Math,Intermediate,Solve: x + 8 = 20,10,11,12,13,C
932,Math,Intermediate,sin(0°) =,0,1,-1,undefined,A
933,Math,Intermediate,Area of rectangle 12×4,40,44,48,52,C
934,Math,Intermediate,Solve: x² − 2x − 3 = 0,"1,3","−1,3","−3,1","3,2",B
